公司名称,股票代码,处罚年份,舞弊类型,公告日期,公告年份
朗源股份有限公司,300175,2022,虚假记载(误导性陈述)、其他,2023/4/26,2023
格尔软件股份有限公司,603232,2022,虚假记载(误导性陈述)、其他,2023/5/20,2023
棕榈生态城镇发展股份有限公司,2431,2022,推迟披露、其他; 重大遗漏、其他; 重大遗漏、其他; 推迟披露、其他; 一般会计处理不当、其他,2022/11/18,2022
正平路桥建设股份有限公司,603843,2022,虚假记载(误导性陈述)、一般会计处理不当,2023/9/8,2023
武汉当代明诚文化体育集团股份有限公司,600136,2022,虚构利润、虚假记载(误导性陈述)、推迟披露、一般会计处理不当,2024/2/26,2024
武汉当代科技产业集团股份有限公司,600079,2022,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
汇洲智能技术集团股份有限公司,2122,2022,虚构利润、虚假记载(误导性陈述)、其他; 虚构利润、虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 重大遗漏、其他,2025/4/29,2025
汉马科技集团股份有限公司,600375,2022,一般会计处理不当、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2023/7/13,2023
江苏中利集团股份有限公司,2309,2022,重大遗漏、其他,2024/5/14,2024
江苏博迁新材料股份有限公司,605376,2022,虚假记载(误导性陈述)、其他; 推迟披露、其他; 虚构利润、其他; 虚假记载(误导性陈述)、其他,2025/1/23,2025
江苏吴中医药发展股份有限公司,600200,2022,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2025/7/14,2025
江苏哈工智能机器人股份有限公司,584,2022,一般会计处理不当,2024/11/29,2024
江苏天瑞仪器股份有限公司,300165,2022,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/4/26,2024
江苏太平洋石英股份有限公司,603688,2022,重大遗漏、其他,2023/11/2,2023
江苏宏图高科技股份有限公司,600122,2022,重大遗漏、其他,2023/4/19,2023
江苏德威新材料股份有限公司,300325,2022,占用公司资产、其他,2022/3/21,2022
江苏舜天股份有限公司,600287,2022,虚构利润、虚假记载(误导性陈述)、其他,2023/7/3,2023
江苏诺泰澳赛诺生物制药股份有限公司,688076,2022,虚构利润、虚假记载(误导性陈述)、其他,2025/7/19,2025
江西国泰集团股份有限公司,603977,2022,虚假记载(误导性陈述)、一般会计处理不当,2024/2/7,2024
江西恒大高新技术股份有限公司,2591,2022,一般会计处理不当、虚假记载(误导性陈述)、其他,2025/5/17,2025
江西沐邦高科股份有限公司,603398,2022,推迟披露、重大遗漏、一般会计处理不当; 一般会计处理不当; 其他,2023/5/10,2023
江西海源复合材料科技股份有限公司,2529,2022,虚构利润、占用公司资产、其他,2023/3/11,2023
沈阳化工股份有限公司,698,2022,虚构利润、虚假记载(误导性陈述)、其他,2025/11/28,2025
沈阳远大智能工业集团股份有限公司,2689,2022,虚构利润、虚假记载(误导性陈述)、其他,2025/11/29,2025
河北先河环保科技股份有限公司,300137,2022,虚假记载(误导性陈述)、重大遗漏,2024/11/30,2024
河北汇金集团股份有限公司,300368,2022,虚构利润、虚假记载(误导性陈述)、推迟披露,2024/3/15,2024
河北福成五丰食品股份有限公司,600965,2022,虚假记载(误导性陈述),2022/9/3,2022
河南新野纺织股份有限公司,2087,2022,推迟披露、其他; 推迟披露、其他; 一般会计处理不当、其他,2022/11/18,2022
泽达易盛(天津)科技股份有限公司,688555,2022,虚构利润、虚假记载(误导性陈述),2022/11/19,2022
浙江世纪华通集团股份有限公司,2602,2022,虚假记载(误导性陈述)、一般会计处理不当,2024/11/7,2024
浙江仁智股份有限公司,2629,2022,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2022/6/7,2022
浙江卓锦环保科技股份有限公司,688701,2022,虚假记载(误导性陈述)、其他,2023/4/29,2023
浙江富润数字科技股份有限公司,600070,2022,虚假记载(误导性陈述),2022/11/1,2022
浙江方正电机股份有限公司,2196,2022,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/6,2024
浙江海盐力源环保科技股份有限公司,688565,2022,虚假记载(误导性陈述),2023/6/10,2023
浙江省围海建设集团股份有限公司,2586,2022,虚构利润、一般会计处理不当,2024/1/2,2024
浙江维康药业股份有限公司,300878,2022,虚假记载(误导性陈述)、重大遗漏、其他,2024/4/19,2024
海南众合恒峰一号投资管理合伙企业(有限合伙),600818,2022,推迟披露、重大遗漏、其他,2024/1/19,2024
海南大东海旅游中心股份有限公司,735,2022,虚假记载(误导性陈述),2023/3/21,2023
海南普利制药股份有限公司,300630,2022,虚构利润、虚假记载(误导性陈述),2025/1/5,2025
海越能源集团股份有限公司,600387,2022,虚构利润、虚假记载(误导性陈述)、其他,2023/10/10,2023
淄博齐翔腾达化工股份有限公司,2408,2022,虚假记载(误导性陈述)、重大遗漏,2023/11/6,2023
深圳世联行集团股份有限公司,2285,2022,推迟披露、其他,2022/12/14,2022
深圳中青宝互动网络股份有限公司,300052,2022,虚假记载(误导性陈述)、其他,2025/3/17,2025
深圳国华网安科技股份有限公司,4,2022,一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/6/14,2023
深圳富裕控股有限公司,2164,2022,其他,2022/3/15,2022
深圳市中恒汇志投资有限公司,600654,2022,其他,2022/3/9,2022
深圳市中装建设集团股份有限公司,2822,2022,虚假记载(误导性陈述)、其他,2025/3/24,2025
深圳市年富供应链有限公司,2164,2022,其他,2022/3/15,2022
深圳市广道数字技术股份有限公司,920680,2022,虚构利润、虚假记载(误导性陈述)、其他,2025/9/12,2025
深圳市怡亚通供应链股份有限公司,2183,2022,推迟披露、一般会计处理不当、其他,2025/4/18,2025
深圳市新力达电子集团有限公司,2388,2022,虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他,2022/12/27,2022
深圳市朗科科技股份有限公司,300042,2022,虚假记载(误导性陈述)、一般会计处理不当; 虚假记载(误导性陈述)、一般会计处理不当、其他; 其他,2024/11/15,2024
深圳市杰美特科技股份有限公司,300868,2022,其他; 重大遗漏; 重大遗漏; 一般会计处理不当、其他,2022/12/20,2022
深圳市海王生物工程股份有限公司,78,2022,其他; 重大遗漏、违规担保、其他; 重大遗漏、违规担保、其他; 重大遗漏、违规担保; 一般会计处理不当、虚假记载(误导性陈述),2024/10/31,2024
深圳市证通电子股份有限公司,2197,2022,推迟披露、其他; 推迟披露、其他; 推迟披露、一般会计处理不当、其他; 推迟披露、其他; 虚假记载(误导性陈述)、推迟披露、其他; 其他,2025/5/10,2025
深圳市长方集团股份有限公司,300301,2022,虚假记载(误导性陈述)、其他,2025/1/10,2025
深圳科创新源新材料股份有限公司,300731,2022,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 其他,2025/4/3,2025
深圳震有科技股份有限公司,688418,2022,其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、推迟披露、其他; 其他,2022/11/1,2022
湖北九有投资股份有限公司,600462,2022,虚构利润、虚假记载(误导性陈述)、其他,2025/6/17,2025
湖北凯乐科技股份有限公司,600260,2022,虚构利润、其他; 虚构利润、虚假记载(误导性陈述)、其他; 虚构利润、虚假记载(误导性陈述)、其他; 虚构利润、虚假记载(误导性陈述)、其他; 虚构利润、虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 重大遗漏、其他; 推迟披露、违规担保、其他,2023/9/4,2023
湖南景峰医药股份有限公司,908,2022,其他,2023/9/13,2023
烟台园城黄金股份有限公司,600766,2022,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2023/11/14,2023
烟台睿创微纳技术股份有限公司,688002,2022,虚构利润、虚假记载(误导性陈述)、其他,2022/8/3,2022
珠海和佳医疗设备股份有限公司,300273,2022,虚假记载(误导性陈述)、其他,2023/3/6,2023
百奥泰生物制药股份有限公司,688177,2022,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 擅自改变资金用途、其他,2022/8/20,2022
皇氏集团股份有限公司,2329,2022,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/12/31,2024
盛屯矿业集团股份有限公司,600711,2022,虚构利润、虚假记载(误导性陈述)、其他,2024/4/22,2024
睿智医药科技股份有限公司,300149,2022,重大遗漏、一般会计处理不当、其他,2024/9/13,2024
神州高铁技术股份有限公司,8,2022,一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2023/7/11,2023
福建三木集团股份有限公司,632,2022,虚假记载(误导性陈述),2023/12/30,2023
福建榕基软件股份有限公司,2474,2022,一般会计处理不当、其他,2025/1/11,2025
福建海诚投资有限公司,2529,2022,虚构利润、占用公司资产、其他,2023/3/11,2023
福建省永安林业(集团)股份有限公司,663,2022,推迟披露,2023/2/14,2023
福建紫天传媒科技股份有限公司,300280,2022,虚构利润、一般会计处理不当、其他,2025/8/23,2025
科林环保装备股份有限公司,2499,2022,虚构利润、虚假记载(误导性陈述),2022/12/30,2022
科达制造股份有限公司,600499,2022,重大遗漏、占用公司资产、其他; 重大遗漏、占用公司资产、其他; 重大遗漏、其他; 重大遗漏、其他; 虚构利润、重大遗漏、其他; 虚构利润、重大遗漏、其他; 虚构利润、其他; 虚假记载(误导性陈述)、其他,2025/10/31,2025
立方数科股份有限公司,300344,2022,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2024/3/21,2024
红相股份有限公司,300427,2022,虚构利润、虚假记载(误导性陈述)、其他,2024/2/28,2024
维业建设集团股份有限公司,300621,2022,一般会计处理不当、其他; 一般会计处理不当、其他; 披露不实(其它)、一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2025/4/3,2025
罗平县锌电公司,2114,2022,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
罗普特科技集团股份有限公司,688619,2022,虚构利润、虚假记载(误导性陈述)、其他,2023/11/1,2023
美尚生态景观股份有限公司,300495,2022,重大遗漏、其他; 重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 推迟披露; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/4/21,2024
能科科技股份有限公司,603859,2022,一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2024/12/21,2024
致同会计师事务所(特殊普通合伙),603869,2022,虚假记载(误导性陈述)、其他,2025/10/13,2025
苏亚金诚会计师事务所(特殊普通合伙),600122,2022,虚假记载(误导性陈述)、其他,2024/9/23,2024
苏州天沃科技股份有限公司,2564,2022,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2024/4/26,2024
苏州恒久光电科技股份有限公司,2808,2022,虚构利润、虚假记载(误导性陈述)、其他,2024/12/30,2024
苏州柯利达装饰股份有限公司,603828,2022,一般会计处理不当、其他,2025/8/9,2025
苏州菲尔普斯国际贸易有限公司,300325,2022,占用公司资产、其他,2022/3/21,2022
茶花现代家居用品股份有限公司,603615,2022,虚假记载(误导性陈述),2022/5/27,2022
西藏发展股份有限公司,752,2022,重大遗漏、一般会计处理不当、其他,2023/8/17,2023
西藏盛邦控股有限公司,752,2022,重大遗漏、一般会计处理不当、其他,2023/8/17,2023
西陇科学股份有限公司,2584,2022,虚构利润、虚假记载(误导性陈述),2023/7/3,2023
观典防务技术股份有限公司,688287,2022,推迟披露、重大遗漏、占用公司资产、违规担保、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、违规担保、其他; 推迟披露、重大遗漏、违规担保、其他; 重大遗漏、其他,2025/7/8,2025
诺贝丰(中国)农业有限公司,2470,2022,违规买卖股票、其他,2022/8/5,2022
运盛(成都)医疗科技股份有限公司,600767,2022,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 一般会计处理不当、其他,2023/8/8,2023
重庆丰华(集团)股份有限公司,600615,2022,虚构利润、虚假记载(误导性陈述)、其他,2022/10/10,2022
重庆兆盈实业集团有限公司,976,2022,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
金正大生态工程集团股份有限公司,2470,2022,违规买卖股票、其他,2022/8/5,2022
金通灵科技集团股份有限公司,300091,2022,虚构利润、虚假记载(误导性陈述),2023/11/21,2023
铜川汇能鑫能源有限公司,600387,2022,虚构利润、虚假记载(误导性陈述)、其他,2023/10/10,2023
铜川高鑫金融控股有限公司,600387,2022,虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2025/2/8,2025
银江技术股份有限公司,300020,2022,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 推迟披露、其他,2025/4/16,2025
锦州港股份有限公司,600190,2022,虚假记载(误导性陈述)、其他,2024/6/1,2024
陕西广电网络传媒(集团)股份有限公司,600831,2022,虚假记载(误导性陈述)、其他,2023/10/31,2023
雄安新动力科技股份有限公司,300152,2022,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 重大遗漏、其他,2025/1/27,2025
青岛恒超机械有限公司,976,2022,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
青岛清利新能源有限公司,300137,2022,虚假记载(误导性陈述)、重大遗漏,2024/11/30,2024
青海华鼎实业股份有限公司,600243,2022,虚假记载(误导性陈述),2022/12/31,2022
鸿博股份有限公司,2229,2022,一般会计处理不当、其他,2023/11/21,2023
鹏博士电信传媒集团股份有限公司,600804,2022,虚假记载(误导性陈述)、推迟披露,2024/3/29,2024
黑牡丹(集团)股份有限公司,600510,2022,虚构利润、虚假记载(误导性陈述),2023/5/13,2023
鼎龙文化股份有限公司,2502,2022,虚假记载(误导性陈述)、其他,2024/7/31,2024
万向新元科技股份有限公司,300472,2023,虚构利润、虚列资产、虚假记载(误导性陈述)、其他,2025/10/25,2025
上会会计师事务所(特殊普通合伙),2229,2023,其他,2023/12/14,2023
上会会计师事务所(特殊普通合伙),688619,2023,虚假记载(误导性陈述)、其他,2024/8/16,2024
上海中路(集团)有限公司,600818,2023,推迟披露、重大遗漏、其他,2024/1/19,2024
上海亚通股份有限公司,600692,2023,其他,2025/7/23,2025
上海凤凰企业(集团)股份有限公司,600679,2023,虚假记载(误导性陈述)、其他,2024/1/20,2024
上海华峰超纤科技股份有限公司,300180,2023,虚构利润、虚假记载(误导性陈述)、其他; 推迟披露、其他,2023/7/3,2023
上海复旦复华科技股份有限公司,600624,2023,虚假记载(误导性陈述)、一般会计处理不当,2024/3/20,2024
上海太和水科技发展股份有限公司,605081,2023,虚假记载(误导性陈述)、其他,2024/1/19,2024
上海延华智能科技(集团)股份有限公司,2178,2023,虚假记载(误导性陈述)、其他,2023/7/4,2023
上海新动力汽车科技股份有限公司,600841,2023,一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 推迟披露、其他,2025/8/6,2025
上海易连实业集团股份有限公司,600836,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/3/26,2025
上海智汇未来医疗服务股份有限公司,600532,2023,虚假记载(误导性陈述)、其他,2025/1/24,2025
上海海希工业通讯股份有限公司,920405,2023,虚假记载(误导性陈述)、其他,2023/11/16,2023
上海雪榕生物科技股份有限公司,300511,2023,虚假记载(误导性陈述)、其他,2023/12/25,2023
上海霍普建筑设计事务所股份有限公司,301024,2023,虚构利润、虚假记载(误导性陈述)、其他,2024/4/30,2024
上海飞凯材料科技股份有限公司,300398,2023,虚构利润、虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/4/15,2024
东方时尚投资有限公司,603377,2023,推迟披露、其他; 重大遗漏、其他; 推迟披露、占用公司资产、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2025/3/28,2025
东方时尚驾驶学校股份有限公司,603377,2023,推迟披露; 重大遗漏; 推迟披露; 重大遗漏; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当,2025/1/23,2025
东方集团股份有限公司,600811,2023,虚构利润、虚假记载(误导性陈述),2025/3/17,2025
东旭集团有限公司,40,2023,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
东旭集团有限公司,2486,2023,虚假记载(误导性陈述)、重大遗漏、其他,2025/3/29,2025
中信尼雅葡萄酒股份有限公司,600084,2023,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他,2024/6/7,2024
中信重工机械股份有限公司,601608,2023,一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 其他,2024/11/30,2024
中兴华会计师事务所(特殊普通合伙),2512,2023,其他,2024/12/27,2024
中兴财光华会计师事务所(特殊普通合伙),2122,2023,其他,2024/1/2,2024
中兴财光华会计师事务所(特殊普通合伙),600490,2023,其他,2024/4/11,2024
中国第一重型机械股份公司,601106,2023,推迟披露、其他; 推迟披露; 一般会计处理不当,2024/11/16,2024
中国船舶重工集团应急预警与救援装备股份有限公司,300527,2023,重大遗漏、其他; 重大遗漏; 一般会计处理不当,2023/12/20,2023
中汇会计师事务所(特殊普通合伙),688053,2023,虚假记载(误导性陈述)、其他,2024/12/11,2024
中电电机股份有限公司,603988,2023,虚构利润、虚假记载(误导性陈述)、其他,2024/10/1,2024
中节能铁汉生态环境股份有限公司,300197,2023,一般会计处理不当、其他; 一般会计处理不当、其他; 其他; 其他; 其他; 其他,2024/9/30,2024
中设工程咨询(重庆)股份有限公司,920873,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/4/3,2025
中路股份有限公司,600818,2023,推迟披露、重大遗漏、其他,2024/1/19,2024
中达安股份有限公司,300635,2023,虚构利润、其他,2024/8/16,2024
中钢天源股份有限公司,2057,2023,一般会计处理不当; 擅自改变资金用途、其他,2024/12/28,2024
乐山巨星农牧股份有限公司,603477,2023,一般会计处理不当,2025/5/17,2025
云南云内动力集团有限公司,903,2023,虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、一般会计处理不当、其他,2024/4/16,2024
云南罗平锌电股份有限公司,2114,2023,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
亚太(集团)会计师事务所(特殊普通合伙),793,2023,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2025/6/25,2025
亚太(集团)会计师事务所(特殊普通合伙),2388,2023,虚假记载(误导性陈述)、其他,2025/4/21,2025
任子行网络技术股份有限公司,300311,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/6/21,2025
佛山遥望科技股份有限公司,2291,2023,虚假记载(误导性陈述)、推迟披露、重大遗漏、其他,2023/12/12,2023
信永中和会计师事务所(特殊普通合伙),2031,2023,其他,2024/8/12,2024
信永中和会计师事务所(特殊普通合伙),2092,2023,虚假记载(误导性陈述)、重大遗漏、其他,2025/7/18,2025
元成环境股份有限公司,603388,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/10/11,2025
兴源环境科技股份有限公司,300266,2023,虚假记载(误导性陈述)、其他,2023/10/31,2023
凯盛新能源股份有限公司,600876,2023,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 其他,2024/11/2,2024
创意信息技术股份有限公司,300366,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/9/20,2025
利安达会计师事务所(特殊普通合伙),2288,2023,虚假记载(误导性陈述)、其他,2025/10/27,2025
北京东方园林环境股份有限公司,2310,2023,虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2023/8/10,2023
北京东方通科技股份有限公司,300379,2023,虚假记载(误导性陈述),2024/4/30,2024
北京兴华会计师事务所(特殊普通合伙),300150,2023,其他,2023/10/10,2023
北京兴华会计师事务所(特殊普通合伙),300370,2023,其他; 其他; 其他,2024/12/31,2024
北京动力源科技股份有限公司,600405,2023,一般会计处理不当、其他; 一般会计处理不当、其他,2025/4/1,2025
北京弘高创意建筑设计股份有限公司,2504,2023,虚假记载(误导性陈述)、其他,2024/6/7,2024
北京慧辰资道资讯股份有限公司,688500,2023,虚假记载(误导性陈述)、其他,2023/12/8,2023
北京飞利信科技股份有限公司,300287,2023,其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2023/7/12,2023
华仪电气股份有限公司,600290,2023,虚假记载(误导性陈述)、其他,2023/11/25,2023
华兴会计师事务所(特殊普通合伙),632,2023,其他,2023/12/28,2023
华扬联众数字技术股份有限公司,603825,2023,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2025/8/23,2025
华致酒行连锁管理股份有限公司,300755,2023,虚假记载(误导性陈述)、其他,2023/5/13,2023
华闻传媒投资集团股份有限公司,793,2023,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2025/3/17,2025
博敏电子股份有限公司,603936,2023,重大遗漏、一般会计处理不当、其他,2025/1/3,2025
厦门光莆电子股份有限公司,300632,2023,虚假记载(误导性陈述); 虚假记载(误导性陈述)、重大遗漏; 虚假记载(误导性陈述)、重大遗漏、擅自改变资金用途、一般会计处理不当、其他,2024/12/23,2024
合肥合锻智能制造股份有限公司,603011,2023,一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 其他,2023/12/28,2023
嘉和美康(北京)科技股份有限公司,688246,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/11/28,2025
四川巨星企业集团有限公司,603477,2023,一般会计处理不当,2025/5/17,2025
国旅文化投资集团股份有限公司,600358,2023,虚假记载(误导性陈述)、推迟披露、重大遗漏、其他,2024/12/25,2024
国盛金融控股集团股份有限公司,2670,2023,一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 重大遗漏; 虚假记载(误导性陈述)、其他,2024/5/23,2024
国网英大股份有限公司,600517,2023,重大遗漏; 虚假记载(误导性陈述)、重大遗漏; 重大遗漏; 其他,2024/4/19,2024
国美通讯设备股份有限公司,600898,2023,虚假记载(误导性陈述)、其他,2024/4/25,2024
大信会计师事务所(特殊普通合伙),600603,2023,虚假记载(误导性陈述)、其他,2025/6/14,2025
大华会计师事务所(特殊普通合伙),300091,2023,虚假记载(误导性陈述)、其他,2024/5/14,2024
大唐高鸿网络股份有限公司,851,2023,虚构利润、虚假记载(误导性陈述),2025/8/9,2025
大连智云自动化装备股份有限公司,300097,2023,虚假记载(误导性陈述),2024/4/12,2024
天健会计师事务所(特殊普通合伙),2793,2023,一般会计处理不当、其他,2024/4/19,2024
天健会计师事务所(特殊普通合伙),2990,2023,一般会计处理不当、其他,2024/4/19,2024
天域生态环境股份有限公司,603717,2023,虚假记载(误导性陈述),2024/5/9,2024
天津卓朗信息科技股份有限公司,600225,2023,虚构利润、虚假记载(误导性陈述),2024/10/31,2024
天海融合防务装备技术股份有限公司,300008,2023,虚假记载(误导性陈述)、一般会计处理不当、其他,2023/12/21,2023
天衡会计师事务所(特殊普通合伙),300031,2023,其他; 其他,2024/1/25,2024
天衡会计师事务所(特殊普通合伙),605286,2023,其他; 其他,2024/1/25,2024
太原重型机械集团有限公司,600169,2023,虚假记载(误导性陈述)、重大遗漏、其他,2023/12/14,2023
太原重工股份有限公司,600169,2023,虚假记载(误导性陈述)、重大遗漏、其他,2023/12/14,2023
宁夏中科生物科技股份有限公司,600165,2023,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、其他,2025/4/3,2025
宁波方正汽车模具股份有限公司,300998,2023,推迟披露、占用公司资产、其他,2025/3/24,2025
安徽中电兴发与鑫龙科技股份有限公司,2298,2023,虚假记载(误导性陈述)、其他,2023/7/13,2023
安徽博世科环保科技股份有限公司,300422,2023,虚假记载(误导性陈述)、一般会计处理不当,2024/8/16,2024
安徽省司尔特肥业股份有限公司,2538,2023,虚假记载(误导性陈述)、一般会计处理不当,2025/4/23,2025
安记食品股份有限公司,603696,2023,一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2025/11/7,2025
宋城演艺发展股份有限公司,300144,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/6/18,2025
宝泰隆新材料股份有限公司,601011,2023,推迟披露、其他,2024/12/9,2024
山东三元生物科技股份有限公司,301206,2023,一般会计处理不当、其他,2025/2/28,2025
山东先达农化股份有限公司,603086,2023,一般会计处理不当、其他; 虚构利润、虚假记载(误导性陈述)、其他; 其他,2025/1/22,2025
山东如意毛纺服装集团股份有限公司,2193,2023,一般会计处理不当、其他,2024/2/8,2024
山东数字人科技股份有限公司,920670,2023,虚构利润、虚假记载(误导性陈述)、其他,2025/7/4,2025
广东丸美生物技术股份有限公司,603983,2023,虚假记载(误导性陈述)、推迟披露、重大遗漏、擅自改变资金用途、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、擅自改变资金用途、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2025/10/30,2025
广东创世纪智能装备集团股份有限公司,300083,2023,虚构利润、虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/12/30,2024
广东华铁通达高铁装备股份有限公司,976,2023,重大遗漏、其他,2024/5/15,2024
广东宝莱特医用科技股份有限公司,300246,2023,一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、其他,2024/10/25,2024
广东文科绿色科技股份有限公司,2775,2023,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/11/14,2024
广东梅雁吉祥水电股份有限公司,600868,2023,虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/9,2024
