公司名称,股票代码,处罚年份,舞弊类型,公告日期,公告年份
众华会计师事务所(特殊普通合伙),2564,2019,虚假记载(误导性陈述)、重大遗漏、其他,2025/1/6,2025
众泰汽车股份有限公司,980,2019,虚假记载(误导性陈述),2020/7/29,2020
公证天业会计师事务所(特殊普通合伙),890,2019,一般会计处理不当、其他,2021/2/26,2021
兴源环境科技股份有限公司,300266,2019,虚假记载(误导性陈述)、其他,2023/10/31,2023
内蒙古西水创业股份有限公司,600291,2019,虚假记载(误导性陈述)、重大遗漏、其他,2024/9/2,2024
凤形股份有限公司,2760,2019,其他; 其他; 重大遗漏、其他; 一般会计处理不当、其他,2023/4/8,2023
北京中腾物联科技发展有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京佳讯飞鸿电气股份有限公司,300213,2019,一般会计处理不当、其他,2021/12/15,2021
北京信威科技集团股份有限公司,600485,2019,虚假记载(误导性陈述)、其他,2024/3/12,2024
北京合众思壮科技股份有限公司,2383,2019,虚构利润、虚假记载(误导性陈述)、其他,2023/5/22,2023
北京康吉森自动化设备技术有限责任公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
北京弘高创意建筑设计股份有限公司,2504,2019,虚假记载(误导性陈述)、其他,2024/6/7,2024
北京慧辰资道资讯股份有限公司,688500,2019,虚假记载(误导性陈述)、其他,2023/12/8,2023
北京捷成世纪科技股份有限公司,300182,2019,重大遗漏、占用公司资产、其他; 重大遗漏、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他,2021/12/3,2021
北京腾信创新网络营销技术股份有限公司,300392,2019,重大遗漏、违规担保; 虚假记载(误导性陈述)、重大遗漏、违规担保; 一般会计处理不当,2021/6/18,2021
北京飞利信科技股份有限公司,300287,2019,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/3/8,2024
华仪电气股份有限公司,600290,2019,虚假记载(误导性陈述)、其他,2023/11/25,2023
华晨汽车集团控股有限公司,600609,2019,虚构利润、虚假记载(误导性陈述); 虚构利润、虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述); 推迟披露、其他,2021/9/17,2021
华民贸易有限公司,2473,2019,推迟披露、占用公司资产、其他,2020/12/16,2020
南京红太阳股份有限公司,525,2019,虚假记载(误导性陈述)、一般会计处理不当,2022/3/15,2022
南宁化工股份有限公司,600301,2019,其他,2022/8/4,2022
博天环境集团股份有限公司,603603,2019,虚构利润,2023/6/17,2023
台海玛努尔核电设备股份有限公司,2366,2019,推迟披露、一般会计处理不当、其他,2020/11/23,2020
合力泰科技股份有限公司,2217,2019,重大遗漏,2021/2/6,2021
同辉佳视(北京)信息技术股份有限公司,920090,2019,虚构利润、虚假记载(误导性陈述)、其他,2025/9/5,2025
吴忠仪表有限责任公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
和信会计师事务所(特殊普通合伙),300001,2019,一般会计处理不当、其他,2022/4/29,2022
四川省永鸿实业有限公司,408,2019,虚假记载(误导性陈述)、占用公司资产、其他,2020/12/18,2020
国创高科实业集团有限公司,2377,2019,重大遗漏、占用公司资产、一般会计处理不当,2021/2/10,2021
国旅文化投资集团股份有限公司,600358,2019,虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他,2024/12/25,2024
圆通速递股份有限公司,600233,2019,其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/6/7,2023
大信会计师事务所(特殊普通合伙),813,2019,一般会计处理不当、其他,2021/12/8,2021
大信会计师事务所(特殊普通合伙),300237,2019,虚假记载(误导性陈述)、其他,2023/2/27,2023
大华会计师事务所,300297,2019,一般会计处理不当、其他,2021/3/29,2021
大华会计师事务所(特殊普通合伙),300063,2019,一般会计处理不当、其他,2021/11/19,2021
大华会计师事务所(特殊普通合伙),300091,2019,虚假记载(误导性陈述)、其他,2024/5/14,2024
大华会计师事务所(特殊普通合伙),300178,2019,一般会计处理不当、其他,2021/2/23,2021
大华会计师事务所(特殊普通合伙),300297,2019,虚假记载(误导性陈述)、其他,2023/3/31,2023
大唐高鸿网络股份有限公司,851,2019,虚构利润、虚假记载(误导性陈述),2025/8/9,2025
天健会计师事务所(特殊普通合伙),300530,2019,一般会计处理不当、其他,2021/3/22,2021
天津卓朗信息科技股份有限公司,600225,2019,虚构利润、推迟披露,2024/10/31,2024
太原重型机械集团有限公司,600169,2019,重大遗漏、占用公司资产、其他,2023/12/14,2023
太原重工股份有限公司,600169,2019,重大遗漏、占用公司资产、其他,2023/12/14,2023
太安堂集团有限公司,2433,2019,虚构利润、虚假记载(误导性陈述)、占用公司资产、其他,2024/2/6,2024
宁夏中自实业有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁夏中自投资有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁夏朗盛精密制造技术有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
宁波东力股份有限公司,2164,2019,其他,2022/3/15,2022
宁波圣莱达电器股份有限公司,2473,2019,推迟披露、占用公司资产、其他,2020/12/16,2020
安信信托股份有限公司,600816,2019,虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2022/6/10,2022
宜华生活科技股份有限公司,600978,2019,虚假记载(误导性陈述)、重大遗漏,2021/11/8,2021
山东美晨生态环境股份有限公司,300237,2019,虚假记载(误导性陈述)、其他,2022/12/7,2022
山东英达钢结构有限公司,760,2019,虚假记载(误导性陈述)、占用公司资产,2021/7/16,2021
山东金晶科技股份有限公司,600586,2019,推迟披露、其他,2021/10/14,2021
山东龙力生物科技股份有限公司,2604,2019,重大遗漏,2021/1/13,2021
常州誉华企业管理有限公司,760,2019,虚假记载(误导性陈述)、占用公司资产,2021/7/16,2021
广东万和新电气股份有限公司,2543,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/10/15,2022
广东华铁通达高铁装备股份有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
广东天际电器股份有限公司,2759,2019,虚假记载(误导性陈述),2022/1/11,2022
广东天龙科技集团股份有限公司,300063,2019,重大遗漏、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他; 推迟披露、重大遗漏、其他; 一般会计处理不当、其他,2021/11/19,2021
广东太安堂药业股份有限公司,2433,2019,虚假记载(误导性陈述)、重大遗漏、其他,2023/12/4,2023
广东新会美达锦纶股份有限公司,782,2019,一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、其他; 其他,2020/12/30,2020
广东新宏泽包装股份有限公司,2836,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2020/12/24,2020
广东星徽精密制造股份有限公司,300464,2019,推迟披露、重大遗漏、一般会计处理不当、其他、未缴或少缴税款(欠税),2021/10/11,2021
广东松发陶瓷股份有限公司,603268,2019,推迟披露、一般会计处理不当、其他,2022/1/26,2022
广东松炀再生资源股份有限公司,603863,2019,重大遗漏、擅自改变资金用途、占用公司资产、其他,2022/4/7,2022
广东柏堡龙股份有限公司,2776,2019,虚假记载(误导性陈述)、推迟披露、重大遗漏、违规担保、其他,2021/10/30,2021
广东榕泰实业股份有限公司,600589,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2021/5/15,2021
广东榕泰高级瓷具有限公司,600589,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他,2022/1/12,2022
广东正中珠江会计师事务所(特殊普通合伙),300629,2019,一般会计处理不当、其他,2022/1/25,2022
广东泉为科技股份有限公司,300716,2019,虚构利润,2023/11/3,2023
广东派生智能科技股份有限公司,300176,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/10/14,2022
广东紫晶信息存储技术股份有限公司,688086,2019,虚构利润、重大遗漏、欺诈上市、其他,2023/4/21,2023
广东贤丰控股有限公司,2141,2019,推迟披露、一般会计处理不当、其他,2021/1/6,2021
广州市浪奇实业股份有限公司,523,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏、其他,2021/11/12,2021
广州市香雪制药股份有限公司,300147,2019,推迟披露、重大遗漏、其他,2025/8/16,2025
广州方邦电子股份有限公司,688020,2019,推迟披露、其他,2022/11/19,2022
广州航新航空科技股份有限公司,300424,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、违规买卖股票、其他,2021/12/31,2021
广誉远中药股份有限公司,600771,2019,虚构利润、虚假记载(误导性陈述)、其他,2024/3/26,2024
延安必康制药股份有限公司,2411,2019,虚假记载(误导性陈述)、重大遗漏,2020/8/18,2020
徐州海伦哲专用车辆股份有限公司,300201,2019,虚假记载(误导性陈述)、其他,2023/5/4,2023
德奥通用航空股份有限公司,2260,2019,一般会计处理不当、其他; 推迟披露、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、其他,2020/11/13,2020
德威投资集团有限公司,300325,2019,虚列资产、占用公司资产、其他,2022/3/21,2022
思创医惠科技股份有限公司,300078,2019,虚构利润、其他,2023/9/26,2023
恒宝股份有限公司,2104,2019,虚构利润、虚假记载(误导性陈述)、其他,2023/9/8,2023
斯太尔动力股份有限公司,760,2019,虚假记载(误导性陈述)、占用公司资产,2021/7/16,2021
新亚电子制程(广东)股份有限公司,2388,2019,重大遗漏、占用公司资产、其他,2022/12/27,2022
新海宜科技集团股份有限公司,2089,2019,虚构利润、虚假记载(误导性陈述)、其他,2024/2/6,2024
新疆万源汇金投资控股有限公司,600145,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/4/27,2022
新疆亿路万源实业控股股份有限公司,600145,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/3/3,2022
新疆同济堂健康产业股份有限公司,600090,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产,2022/4/12,2022
新疆拉夏贝尔服饰股份有限公司,603157,2019,占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、擅自改变资金用途、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 其他,2021/11/17,2021
新疆机械研究院股份有限公司,300159,2019,虚构利润、虚列资产、虚假记载(误导性陈述)、其他,2023/1/19,2023
新纶新材料股份有限公司,2341,2019,其他; 其他; 虚假记载(误导性陈述)、其他; 一般会计处理不当、其他; 一般会计处理不当、其他,2022/1/11,2022
日海智能科技股份有限公司,2313,2019,虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述)、推迟披露; 推迟披露、其他,2023/11/28,2023
昆明川金诺化工股份有限公司,300505,2019,虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当; 一般会计处理不当、其他,2022/9/24,2022
易事特集团股份有限公司,300376,2019,虚构利润、虚假记载(误导性陈述),2025/1/1,2025
易见供应链管理股份有限公司,600093,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏,2022/4/20,2022
星期六股份有限公司,2291,2019,重大遗漏、其他; 推迟披露、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、一般会计处理不当、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 其他,2021/2/24,2021
星美国际影院有限公司,2473,2019,推迟披露、占用公司资产、其他,2020/12/16,2020
智度科技股份有限公司,676,2019,虚假记载(误导性陈述)、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 虚假记载(误导性陈述)、重大遗漏、一般会计处理不当、其他; 其他,2021/12/29,2021
朗源股份有限公司,300175,2019,虚构利润、虚假记载(误导性陈述)、其他,2023/4/26,2023
林州重机集团股份有限公司,2535,2019,推迟披露,2020/10/30,2020
格尔软件股份有限公司,603232,2019,虚假记载(误导性陈述)、其他,2023/5/20,2023
武汉当代科技产业集团股份有限公司,600079,2019,推迟披露、其他; 推迟披露、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 推迟披露、占用公司资产、其他; 虚假记载(误导性陈述)、推迟披露、一般会计处理不当、其他,2024/10/23,2024
每日互动股份有限公司,300766,2019,虚构利润、虚假记载(误导性陈述),2021/10/19,2021
汇洲智能技术集团股份有限公司,2122,2019,虚构利润、其他,2025/10/30,2025
汉鼎宇佑互联网股份有限公司,300300,2019,虚构利润、重大遗漏、占用公司资产,2020/6/16,2020
汉鼎宇佑集团有限公司,300300,2019,虚构利润、重大遗漏、占用公司资产,2020/6/16,2020
江苏中利集团股份有限公司,2309,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏、占用公司资产、违规担保、其他,2024/5/14,2024
江苏吴中医药发展股份有限公司,600200,2019,虚假记载(误导性陈述)、其他,2025/7/14,2025
江苏哈工智能机器人股份有限公司,584,2019,一般会计处理不当,2024/11/29,2024
江苏宏图高科技股份有限公司,600122,2019,虚假记载(误导性陈述)、重大遗漏、其他,2023/4/19,2023
江苏德威新材料股份有限公司,300325,2019,虚假记载(误导性陈述)、重大遗漏,2021/11/5,2021
江苏汇鸿国际集团股份有限公司,600981,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/6/21,2022
江苏舜天股份有限公司,600287,2019,虚构利润、虚假记载(误导性陈述)、其他,2023/7/3,2023
江西世龙实业股份有限公司,2748,2019,虚构利润、其他,2024/3/13,2024
江西奇信集团股份有限公司,2781,2019,虚假记载(误导性陈述),2023/4/20,2023
江西星星科技股份有限公司,300256,2019,虚构利润,2022/11/21,2022
江西海源复合材料科技股份有限公司,2529,2019,推迟披露、重大遗漏、占用公司资产、其他,2023/3/11,2023
江门市科恒实业股份有限公司,300340,2019,推迟披露、一般会计处理不当、其他,2020/12/23,2020
沈阳化工股份有限公司,698,2019,虚构利润、虚假记载(误导性陈述)、其他,2025/11/28,2025
沈阳机床股份有限公司,410,2019,一般会计处理不当; 一般会计处理不当; 一般会计处理不当; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2021/1/23,2021
河南新野纺织股份有限公司,2087,2019,虚构利润、虚列资产、虚假记载(误导性陈述)、其他,2024/4/28,2024
河南银鸽实业投资股份有限公司,600069,2019,虚假记载(误导性陈述)、重大遗漏、其他,2023/1/17,2023
泽达易盛(天津)科技股份有限公司,688555,2019,虚假记载(误导性陈述)、欺诈上市、其他,2023/4/21,2023
浙江世纪华通集团股份有限公司,2602,2019,虚假记载(误导性陈述),2024/11/7,2024
浙江华友钴业股份有限公司,603799,2019,一般会计处理不当,2021/2/10,2021
浙江康隆达特种防护科技股份有限公司,603665,2019,推迟披露、其他,2023/10/26,2023
浙江方正电机股份有限公司,2196,2019,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2024/2/6,2024
浙江清风原生文化有限公司,835,2019,推迟披露、其他,2022/2/15,2022
浙江瀚叶股份有限公司,600226,2019,推迟披露、占用公司资产、违规担保,2021/12/28,2021
浙江省围海建设集团股份有限公司,2586,2019,虚构利润、一般会计处理不当、其他,2025/4/19,2025
浙江维康药业股份有限公司,300878,2019,虚假记载(误导性陈述)、重大遗漏、其他,2024/4/19,2024
海南众合恒峰一号投资管理合伙企业(有限合伙),600818,2019,推迟披露、重大遗漏、其他,2024/1/19,2024
海洋国际旅行社有限责任公司,600090,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
淄博智联利泰贸易有限公司,600586,2019,推迟披露、其他,2021/10/14,2021
深圳世联行集团股份有限公司,2285,2019,推迟披露、其他,2022/12/14,2022
深圳中青宝互动网络股份有限公司,300052,2019,虚构利润、其他,2025/3/17,2025
深圳丹邦科技股份有限公司,2618,2019,重大遗漏; 重大遗漏; 重大遗漏; 一般会计处理不当、其他,2020/12/15,2020
深圳国华网安科技股份有限公司,4,2019,一般会计处理不当、其他; 一般会计处理不当、其他; 一般会计处理不当、其他; 虚假记载(误导性陈述)、一般会计处理不当、其他; 一般会计处理不当、其他; 其他,2023/6/14,2023
深圳堂堂会计师事务所,600145,2019,虚假记载(误导性陈述)、重大遗漏、其他,2022/2/28,2022
深圳富裕控股有限公司,2164,2019,其他,2022/3/15,2022
深圳市中恒汇志投资有限公司,600654,2019,其他,2022/3/9,2022
深圳市中装建设集团股份有限公司,2822,2019,虚构利润、虚假记载(误导性陈述)、其他,2025/3/24,2025
深圳市年富供应链有限公司,2164,2019,其他,2022/3/15,2022
深圳市广道数字技术股份有限公司,920680,2019,虚构利润、虚假记载(误导性陈述)、其他,2025/9/12,2025
深圳市新力达电子集团有限公司,2388,2019,重大遗漏、占用公司资产、其他,2022/12/27,2022
深圳市易楚投资管理有限公司,600145,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/4/27,2022
深圳市特发信息股份有限公司,70,2019,虚构利润、虚假记载(误导性陈述)、其他,2024/5/13,2024
深圳市索菱实业股份有限公司,2766,2019,虚假记载(误导性陈述)、重大遗漏,2021/3/18,2021
深圳市证通电子股份有限公司,2197,2019,虚构利润,2024/9/5,2024
深圳市赛为智能股份有限公司,300044,2019,推迟披露、占用公司资产、其他,2023/7/19,2023
深圳翰宇药业股份有限公司,300199,2019,推迟披露、其他; 推迟披露、其他; 推迟披露、一般会计处理不当、其他; 一般会计处理不当; 其他,2021/1/7,2021
深圳至正高分子材料股份有限公司,603991,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2022/3/14,2022
深圳英飞拓科技股份有限公司,2528,2019,重大遗漏,2023/12/28,2023
湖北京山轻工机械股份有限公司,821,2019,虚假记载(误导性陈述),2022/2/23,2022
湖北凯乐科技股份有限公司,600260,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/12/3,2022
湖北同济堂投资控股有限公司,600090,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
湖北同济堂科技有限公司,600090,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2022/4/27,2022
湖北国创高新材料股份有限公司,2377,2019,重大遗漏、占用公司资产、一般会计处理不当,2021/2/10,2021
湖南景峰医药股份有限公司,908,2019,虚构利润、虚列资产、擅自改变资金用途,2023/9/13,2023
湛江国联水产开发股份有限公司,300094,2019,推迟披露、一般会计处理不当,2022/5/29,2022
珠海和佳医疗设备股份有限公司,300273,2019,一般会计处理不当、其他,2020/7/10,2020
瑞华会计师事务所(特殊普通合伙),300020,2019,其他,2020/11/19,2020
皇氏集团股份有限公司,2329,2019,虚假记载(误导性陈述)、重大遗漏; 虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 一般会计处理不当、其他,2021/11/24,2021
盛屯矿业集团股份有限公司,600711,2019,重大遗漏、一般会计处理不当、其他,2021/1/9,2021
福建三木集团股份有限公司,632,2019,虚假记载(误导性陈述),2023/12/31,2023
福建实达集团股份有限公司,600734,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/10/28,2022
福建榕基软件股份有限公司,2474,2019,重大遗漏、其他,2025/1/11,2025
福建浔兴拉链科技股份有限公司,2098,2019,虚构利润、虚假记载(误导性陈述),2021/8/7,2021
福建海诚投资有限公司,2529,2019,推迟披露、重大遗漏、占用公司资产、其他,2023/3/11,2023
福建省永安林业(集团)股份有限公司,663,2019,其他,2020/5/8,2020
福建省爱迪尔珠宝实业股份有限公司,2740,2019,推迟披露、重大遗漏,2022/2/14,2022
福能东方装备科技股份有限公司,300173,2019,虚构利润、虚假记载(误导性陈述)、一般会计处理不当、其他,2022/4/12,2022
立信中联会计师事务所(特殊普通合伙),600152,2019,一般会计处理不当、其他,2021/10/25,2021
立信会计师事务所,300094,2019,一般会计处理不当、其他,2021/7/28,2021
立信会计师事务所(特殊普通合伙),2313,2019,虚假记载(误导性陈述)、其他,2024/12/31,2024
立信会计师事务所(特殊普通合伙),300449,2019,一般会计处理不当、其他,2022/2/15,2022
精伦电子股份有限公司,600355,2019,虚假记载(误导性陈述); 虚假记载(误导性陈述); 虚假记载(误导性陈述); 一般会计处理不当,2020/12/4,2020
红相股份有限公司,300427,2019,虚构利润、虚假记载(误导性陈述)、欺诈上市、其他,2024/2/28,2024
维科技术股份有限公司,600152,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2021/10/27,2021
罗平县锌电公司,2114,2019,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚假记载(误导性陈述)、重大遗漏、其他; 违规担保、一般会计处理不当、其他,2023/7/8,2023
美尚生态景观股份有限公司,300495,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、欺诈上市、占用公司资产、其他,2023/7/14,2023
致同会计师事务所(特殊普通合伙),300410,2019,其他,2021/12/13,2021
航天通信控股集团股份有限公司,600677,2019,虚假记载(误导性陈述)、推迟披露、违规担保、其他,2021/11/5,2021
艾格拉斯股份有限公司,2619,2019,重大遗漏,2021/11/18,2021
苏亚金诚会计师事务所(特殊普通合伙),600122,2019,虚假记载(误导性陈述)、其他,2024/9/23,2024
苏亚金诚会计师事务所(特殊普通合伙),600287,2019,虚假记载(误导性陈述)、其他,2025/3/5,2025
苏州天沃科技股份有限公司,2564,2019,虚构利润、虚假记载(误导性陈述)、推迟披露、占用公司资产、其他,2024/4/26,2024
苏州恒久光电科技股份有限公司,2808,2019,其他,2024/12/30,2024
苏州扬子江新型材料股份有限公司,2652,2019,重大遗漏、占用公司资产、其他,2024/1/29,2024
苏州胜利精密制造科技股份有限公司,2426,2019,一般会计处理不当; 一般会计处理不当; 其他; 一般会计处理不当、其他; 其他,2020/11/20,2020
苏州菲尔普斯国际贸易有限公司,300325,2019,虚列资产、占用公司资产、其他,2022/3/21,2022
蓝盾信息安全技术股份有限公司,300297,2019,虚构利润、虚假记载(误导性陈述)、其他,2022/8/19,2022
藏格控股股份有限公司,408,2019,虚假记载(误导性陈述)、占用公司资产、其他,2020/12/18,2020
西藏发展股份有限公司,752,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2023/8/17,2023
西藏盛邦控股有限公司,752,2019,虚假记载(误导性陈述)、一般会计处理不当、其他,2023/8/17,2023
西藏藏格创业投资集团有限公司,408,2019,虚假记载(误导性陈述)、占用公司资产、其他,2020/12/18,2020
诺贝丰(中国)农业有限公司,2470,2019,虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他,2022/8/5,2022
贤丰控股股份有限公司,2141,2019,推迟披露、一般会计处理不当、其他,2021/1/6,2021
贤丰控股集团有限公司,2141,2019,推迟披露、一般会计处理不当、其他,2021/1/6,2021
贵州益佰制药股份有限公司,600594,2019,推迟披露、一般会计处理不当,2021/6/9,2021
赣州森昕股权投资合伙企业(有限合伙),603111,2019,虚假记载(误导性陈述),2020/12/31,2020
起步股份有限公司,603557,2019,虚构利润、虚假记载(误导性陈述)、重大遗漏,2023/5/11,2023
跨境通宝电子商务股份有限公司,2640,2019,其他,2022/1/8,2022
郑州华晶金刚石股份有限公司,300064,2019,虚构利润、虚列资产、虚假记载(误导性陈述)、推迟披露、重大遗漏、占用公司资产、其他,2021/8/16,2021
重庆万里新能源股份有限公司,600847,2019,重大遗漏、一般会计处理不当、其他,2020/9/16,2020
重庆兆盈实业集团有限公司,976,2019,虚列资产、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 虚构利润、虚列资产、虚假记载(误导性陈述)、重大遗漏、占用公司资产、一般会计处理不当、其他; 重大遗漏、一般会计处理不当、其他,2023/6/7,2023
金正大生态工程集团股份有限公司,2470,2019,虚假记载(误导性陈述)、重大遗漏、占用公司资产、其他,2022/1/20,2022
金通灵科技集团股份有限公司,300091,2019,虚构利润、虚假记载(误导性陈述),2023/11/21,2023
银江技术股份有限公司,300020,2019,重大遗漏、其他; 重大遗漏、其他; 重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、重大遗漏、其他; 虚构利润、虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 虚假记载(误导性陈述)、推迟披露、重大遗漏、其他; 推迟披露、其他,2025/4/16,2025
锦州港股份有限公司,600190,2019,虚假记载(误导性陈述)、其他,2024/6/1,2024
长城国际动漫游戏股份有限公司,835,2019,推迟披露、其他,2022/2/15,2022
陕西航天动力高科技股份有限公司,600343,2019,虚假记载(误导性陈述)、其他,2023/6/3,2023
